"","Domain","Mean","Head_Count","Poverty_Gap","Gini","Quintile_Share","Quantile_10","Quantile_25","Median","Quantile_75","Quantile_90"
"90","Lagdo",42254.8287527881,0.995137985604774,0.532280802901468,0.16207334418415,2.22617555171844,27427.5718006173,33197.3929443459,41105.5432090333,49241.9529618137,59121.5422767448
"91","Limbé1",283065.173416398,0.00260994252409119,0.000281949604490053,0.185290846287065,2.53486073272664,177477.594980439,214238.534783489,266830.239639956,333805.558857488,414364.059098867
"92","LogoneBirni",52704.0378418519,0.94875,0.426386589748285,0.183953818835641,2.52101108296855,33088.9673298252,39926.6630955791,48563.3693799626,60566.4145835152,79403.244666595
"93","Lomié",79039.4745462462,0.714285714285714,0.221689241281312,0.212046665443882,2.87610088952275,45766.324553788,56249.0271117082,70777.2436430995,94839.8048472814,126573.721654727
"94","Loum",166538.945276705,0.319380056389747,0.109498756091811,0.328863162835809,6.22520796367335,51701.5376412479,72687.1118307575,165821.46364904,227284.287313535,291387.591516112
"95","Ma'an",84735.2064059873,0.645,0.166706294888984,0.179827767627602,2.46148592410078,53309.485974905,63966.4629044194,78825.4034022649,100698.174910596,127120.74482222
"96","Madingring",53481.9994613626,0.928928571428571,0.432076939570788,0.216991866184114,2.95649734014758,31465.5560149533,38556.7019104423,47652.7428206936,60441.1689153956,83748.0146660741
"97","Maga",33788.8279179775,1,0.625117157249032,-3,NA,33788.8279179775,33788.8279179775,33788.8279179775,33788.8279179775,33788.8279179775
"98","Makak",134156.412964204,0.305535714285714,0.0832349166138948,0.25803652585148,3.90174317068543,57616.3632472809,81836.3069603626,127340.689940971,177444.475690493,223840.936703966
"99","Makari",66650.0600477498,0.824493034064364,0.305109928127651,0.213338423114247,2.85021718658089,38988.229358182,46901.1432521206,60313.7566954358,81161.773292991,103099.532470711
"100","Makénéné",153834.399533846,0.168035714285714,0.0390497837364896,0.218196547671762,3.20468041706627,74820.674531523,106771.583577967,152773.601655775,195345.179336146,237163.804500206
"101","Malantouen",138568.752304079,0.355597156235464,0.0974965733990387,0.302528087807878,4.64015184082607,56987.7094410198,74088.6764076303,118578.215120391,191431.084354827,245199.090023918
"102","Mandjou",64039.3099361615,0.888392857142857,0.315549554843992,0.171884012240425,2.37876856596855,41690.0002872991,49557.2385754337,59661.1860839128,73284.1318353218,94970.9648379141
"103","Manjo",175193.666149584,0.086334371909305,0.016116463459257,0.205445770566858,2.94690992040861,96598.3877660529,128758.662019858,169713.271153655,210673.541963205,259575.755843307
"104","Maroua2",188139.193376023,0.149973727853334,0.03384832898804,0.280283436287365,4.41455431390985,77942.0616978931,115957.876255194,173509.119207021,234404.442799319,311208.373029515
"105","Maroua3",58513.1973867811,0.894271784526062,0.379180399689638,0.206063858748933,2.74343625958561,36347.264721329,42627.4832131392,51859.0074947809,66774.0685783689,91703.2929317468
"106","Martap",67361.5465421424,0.823518518518519,0.294264717006401,0.19893139438773,2.69250250736131,39469.1391942687,48038.5205535317,62723.8964378761,82496.7776696183,103911.817277194
"107","MayoBaléo",68103.0277318961,0.8275,0.279264139396265,0.186701149268699,2.57683619776278,41240.7658335741,51010.3476659728,63945.241304632,81860.7828465744,102921.270113419
"108","MayoDarlé",138496.823981509,0.325384615384615,0.0821700796214755,0.276435691241528,3.99691903143244,60559.1803985381,80566.6256338436,124382.095601769,184527.275052613,238079.114987919
"109","MayoOulo",82068.5633633072,0.75425538740109,0.274865113108268,0.312079718380972,4.50389134009812,39152.883812945,49163.201986627,64468.7550151399,89251.8224115922,155769.79748208
"110","Mbalmayo",275229.697967958,0.0137779302260961,0.00172102140044018,0.2098652198585,2.97402336883829,153759.41413652,201024.333196251,261687.286270357,335958.824567372,418844.7944158
"111","Mbandjock",156020.941905551,0.26574967676913,0.0701997626141044,0.293354519719925,4.70388418984679,62736.8548013148,87748.4079053204,143395.965895249,205368.594641982,273267.280948304
"112","Mbang",102910.851327192,0.34625,0.0597976201409122,0.139145548763041,2.03924016505011,70594.334871047,85078.6366550987,101354.350115465,119155.640116788,138725.071205675
"113","Mbanga",156163.362239477,0.161340461780376,0.0322840669468746,0.249932824314184,3.52869130175442,78210.9196493647,104438.826237566,139227.00201792,191832.9042879,255954.162065277
"114","Mbangassina",157473.62991125,0.156340505804765,0.0319754790842035,0.235900086244485,3.36411515985629,80516.8463108576,106603.225786499,146259.015619463,198527.542775834,254068.933504425
"115","Mbankomo",119004.053865262,0.319259259259259,0.0713147114366972,0.21550661407321,2.99041738195359,63156.4055802344,82239.6240529954,112071.328879089,148777.878617691,185871.615976901
"116","Mbé",74471.4947438104,0.752857142857143,0.237822864053714,0.191380223861651,2.60341193139155,45378.9368853737,54706.4409193619,68923.798981119,89449.2411643731,115126.186969168
"117","Mbouda",191990.601866651,0.186760198939817,0.0349162990205233,0.324274969582286,5.04307645155133,77889.1080598556,100804.113686406,157382.405202229,258901.630549496,352274.978870747
"118","Mbven",143708.006910322,0.193653846153846,0.042234332575729,0.220566310230656,3.05462762621164,74016.0190432539,99808.6255107045,137308.155002264,180708.712150073,221652.574392039
"119","Meiganga",168702.329046679,0.235463852401113,0.0723357605731008,0.310954374420089,5.45758017173283,58724.7216199166,94487.4020335113,152251.779174845,224878.017454944,301414.29682296
"120","Melong",129405.063696825,0.279083353537322,0.0746212620850802,0.237585111969058,3.53280239598001,59928.0022055072,86078.7900635817,125635.931584122,165658.386835311,201582.077967485
"121","Mengong",142522.269970497,0.246897201345675,0.0467098981614778,0.260868385616001,3.63313059733344,72422.6521393347,90574.8729393233,121932.944914998,177494.623681108,238961.031966026
"122","Méri",49046.3496306551,0.981785714285714,0.457937268691038,0.160011140779137,2.24841690595729,31973.4928863578,38593.9336749526,46900.0115459136,57384.8728476409,70365.4112349911
"123","Messamena",61779.3226363626,0.945178571428571,0.321011920510608,0.13318118669896,1.96609172539699,43068.6406934622,50866.3869062744,60397.0422293538,71107.9527544818,83072.7559351234
"124","Meyomessala",114854.473895262,0.316785714285714,0.0514615916428305,0.183106323659729,2.49691396264095,70925.6416917506,85480.8743018659,106455.525583725,138425.800758311,174470.618366708
"125","Meyomessi",103584.520515853,0.450178571428571,0.112181997807749,0.217725232578663,2.9994289608783,56058.3612717532,71046.0125814497,96355.7832754377,128620.26957183,164944.386245649
"126","Mfou",178838.428724911,0.0865336878992415,0.0179737849847209,0.229241410315317,3.22735144537416,96153.7453921734,123214.715510316,164449.725814452,221779.89591054,283141.05147502
"127","Mindif",48348.7429073755,0.943703703703704,0.481936274353234,0.213933960441739,2.85000335375169,29248.8906896049,34817.060901046,42433.3184047692,54439.3506621636,74775.5839860977
"128","Mintom2",64356.9178991951,0.898392857142857,0.304772147056034,0.157302833613906,2.21958185119845,42847.4610369968,51114.7936647698,60967.1599955892,74517.2205086961,91680.5796605564
"129","Misaje",86667.834016522,0.604464285714286,0.164211027564269,0.193019057675282,2.64766515081697,51187.8446572723,63097.4290322463,81508.2696320655,105444.537244336,132195.004367653
"130","Mogodé",68096.1899857495,0.813420990456036,0.29292978035467,0.208206699400508,2.79512398053011,40915.6250129986,48757.9618720304,61523.4023062689,82313.4753732158,106132.92259918
"131","Mokolo",86524.3576893488,0.652463662481115,0.253488859646758,0.310750011712454,4.53960581862462,38751.2849576456,48391.2404556424,67354.5038200161,115380.924822168,163041.174869274
"132","Moloundou",62949.8399007971,0.933035714285714,0.324333881280828,0.153772604987087,2.17146594202818,43431.7265948029,50738.7118429239,59455.213792363,69838.3246349679,84124.4154829015
"133","Mora",63375.4258202277,0.830543611065387,0.374665069886797,0.28113368829112,3.89986795432081,32634.6289184593,40001.1846088178,50989.0447842911,73762.1711211233,113996.031457601
"134","Mouanko",112124.00659162,0.3618,0.0753178100905421,0.201762865909217,2.75461073894912,65966.3422368424,81849.9083490275,104554.346720069,135113.701241774,171089.370396114
"135","Moulvouday",37401.3734773875,0.999815703668868,0.585045171144294,0.14636262179708,2.10265321931605,25889.3517271153,30284.2227462474,36159.6229062667,43307.0123925445,50412.4703143881
"136","Mvengué",91921.3318675318,0.601964285714286,0.155608006904887,0.221254521517896,2.98540058314122,53173.8769783032,64370.5801522876,81362.1265465009,108656.957745898,144653.24644316
"137","NangaEboko",199662.265718735,0.0439285714285714,0.00561614858169821,0.202919672712668,2.89739700533144,105896.227199008,144897.993855074,192970.587375975,245539.073781939,305256.20421125
"138","Ndélélé",66737.8556919208,0.853843247616896,0.297555343147073,0.190093801640323,2.56944196155947,41756.9380550845,50040.9471209736,61206.9422685994,77143.9748601848,97943.8313070312
"139","NdemNam",60796.0637133727,0.900535714285714,0.347861914571129,0.177459893777087,2.44182057377177,38978.2458487997,46533.8751447774,56230.4957091196,69687.9529730306,91885.5040216203
"140","Ndom",122441.046361814,0.408571428571429,0.121944057870449,0.283992463101246,4.25106035072604,51839.1261905227,68692.5719253353,110183.232189141,164109.091282113,215378.468772019
"141","Ndop",142406.281525208,0.3460832425062,0.0867026083472647,0.318958007489831,4.89905345988425,59783.7264724724,77819.6309730432,116541.156115539,182016.953990747,268920.383042518
"142","Ndoukoula",49730.222300658,0.987407407407407,0.449371512565955,0.151101378941184,2.14495948583998,33055.5636595726,39718.1503673841,48244.9719622203,58189.2955274651,69129.1194432452
"143","Ndu",72824.8952265407,0.805714285714286,0.239453261970341,0.168481396418202,2.33902394900416,47659.0756356626,56641.1948952323,68131.7167163771,83903.7429604545,107631.576565749
"144","Ngambé",128998.258136139,0.220416666666667,0.0394005793590176,0.203047657786234,2.86261058132837,77550.7369020293,94334.9542181923,119287.121933011,151360.821928682,188113.627449388
"145","Nganha",72363.6214695177,0.758214285714286,0.260994726895789,0.217187081763076,3.06495806578972,38619.0465108786,50630.3558758803,68443.8580151481,88873.5983368907,113262.657451184
"146","Ngaoundal",106904.165925157,0.367318114063375,0.151853218532315,0.262617439991574,4.76489468891111,36755.1929957083,67087.6844387498,109369.753482448,140640.211144109,170115.234920689
"147","Ngaoundéré1",201417.093726632,0.0505569038219209,0.0092673073059704,0.222003126500085,3.11684419388361,110793.01983935,144751.012187388,186741.555890519,243106.65289811,312184.721723655
"148","Ngaoundéré3",181283.620340441,0.11603577892914,0.0254622160987871,0.222750819480219,3.32344616572323,88195.5611432675,129489.041246292,179035.97433724,228684.60933667,273692.362069251
"149","NgogMapubi",228352.500007074,0.0574074074074074,0.0129086083381686,0.213742971853055,3.04144564415902,124311.744129867,167676.597696739,219640.001559088,282326.529427586,347115.803486071
"150","Ngoura",103761.561113391,0.408214285714286,0.109918109679527,0.209624689981409,2.99790382774583,54299.1252290681,73374.3856448552,100662.790583098,128448.145888229,160076.779141391
"151","Nguélémendouga",72224.6039343568,0.831851851851852,0.234374663420708,0.150336473394353,2.11217402592335,49542.813655598,57569.8884336263,68856.3821474697,82957.0925173992,99995.8070221542
"152","NjombéPenja",179174.260675129,0.0575810068409665,0.00800711510581858,0.20471996649713,2.84774949724014,101893.51069551,130399.964331397,168341.724507772,213620.570869404,265718.795347666
"153","Nkambe",87726.2038876841,0.653575767200271,0.194714440706857,0.246610620693566,3.32541808506685,48507.3851548608,58643.1026643697,75037.8828791178,105011.781484522,145484.144038763
"154","Nkondjock",81679.0357117432,0.685357142857143,0.173727594070374,0.166343027267976,2.30208652621769,52894.7471791449,63019.8238616574,76763.8818552115,96707.6867408123,119419.886458725
"155","Nkong-Nkhi",113356.797612696,0.373380792574066,0.0806184319175176,0.225669772975306,3.10334129069647,63611.7519868115,79650.7517153999,102361.722278631,136664.058183806,181558.719093867
"156","Nkongsamba1",133951.506885993,0.204464285714286,0.0378152492456759,0.197233462566131,2.75641975007826,75310.8934388103,97487.8027559818,127751.844304251,164044.974406822,205372.153543414
"157","Nkongsamba3",196741.700283839,0.0572215616111732,0.00831353577105649,0.211767573125391,3.02296986655768,104359.929142716,142100.164432096,189140.80816214,239983.102004625,295984.445679798
"158","Nkum",74627.2598059824,0.783,0.250454896825479,0.202315335992416,2.69691898919192,46672.5288259308,54944.9160288656,66307.8039946118,83538.6050479456,118039.678684192
"159","Noni",63119.3542009122,0.885,0.323911262742425,0.176021348583428,2.39192859402454,41220.6243871407,48538.1646433068,58478.579004154,73045.4709662911,92716.5801344483
