"","Domain","Mean","Head_Count","Poverty_Gap","Gini","Quintile_Share","Quantile_10","Quantile_25","Median","Quantile_75","Quantile_90"
"152","NjombéPenja",149688405.558814,0.0010725073392602,3.97196344582285e-05,0.000321241599751487,0.0673862088369916,111908692.314105,102212803.973498,179093913.1662,290863291.3461,640832250.724145
"153","Nkambe",44231338.1745938,0.003880871346628,0.00102588858899833,0.000279113720751376,0.0718688159728715,16622947.4957747,20542721.5960301,35744482.0921897,84123169.9804302,231689700.444308
"154","Nkondjock",38669844.9809829,0.0077048580994898,0.00231293110003313,0.000422803228836128,0.0603819597842455,26270552.6684486,29231508.5540895,38563062.106454,74791601.4297644,152976211.183555
"155","Nkong-Nkhi",68512788.8062356,0.00751761849952287,0.000676119340544256,0.000260400334371055,0.068728999157948,41692438.9884786,47646821.4128064,72040837.5712278,166125677.477154,311365606.257624
"156","Nkongsamba1",237883010.793965,0.0115310212053571,0.000766996067228495,0.000431890893565913,0.0935440786323707,120932008.461543,155247334.858533,268632671.404142,455278372.926082,730761028.908749
"157","Nkongsamba3",274768985.367594,0.000646397971632443,2.76091211047616e-05,0.00013179225901613,0.0351764587281007,117844330.569859,172317655.462166,258072455.151586,473939723.169829,775695665.368868
"158","Nkum",53065878.3156301,0.004560787,0.00308383157737709,0.000589626865449218,0.0972785802779393,27887394.121382,35636930.4273887,48695700.4272304,84811477.5222487,285804657.363139
"159","Noni",53987355.6637024,0.0070742308,0.0036458009183026,0.000608753937301578,0.0945614990029739,32417352.6356292,35619303.9348623,57708894.2540703,86267814.3118386,229879729.769807
"160","Nsem",42815107.0246589,0.00427150940688775,0.00363044173675101,0.000445926741325685,0.04684738805922,23619357.9237708,26166865.2940392,41544198.5463706,62180349.1000589,136441803.503311
"161","Ntui",81293535.4994242,0.00790189477040816,0.00181052143069966,0.000701122109851536,0.154514682982022,30294178.6456264,36740309.3624886,71490426.9841636,173248017.777512,445612922.881617
"162","Nwa",33985296.6297969,0.00456011131656805,0.00271817340250578,0.000403294999196962,0.0487391338195873,20112012.8339983,24262826.7426319,35998576.0626895,59123675.1701729,111356811.251688
"163","Nyambaka",51632146.7383617,0.00444632998134375,0.00312797891377275,0.000472513487461915,0.104280233055177,22849670.3204284,26186536.587078,40649859.7980128,77780579.4418533,188642055.167693
"164","Nyé'été",149489856.96933,0.000532535264495615,1.37690304027571e-05,0.000160426252795223,0.018908375641051,89670294.002985,110653268.317308,139947334.802268,229459144.706342,380797465.489162
"165","Obala",153519904.150585,0.00262870036130951,0.00074047899856468,0.00023768580988661,0.254203955981833,40011546.9725313,53817928.5906655,155769890.107477,434465244.647759,958788528.626421
"166","Okola",59455847.1194929,0.00427722013796404,0.000791932841521866,0.00035231655092592,0.119637201590235,23686842.5446627,31703834.841732,59333575.6226009,150451426.943677,369705936.102144
"167","Oku",138715542.867712,0.00496710467567472,0.000959998103839394,0.000292823725504601,0.10272667246035,45857601.5132477,72935401.9180053,141184309.379388,322261417.039551,653188582.575816
"168","Ombessa",66793380.7574871,0.0105129760841837,0.00260442524718211,0.000424100530344616,0.0669891927694771,35027172.7972103,43294608.2788122,67321907.2536397,108378719.642207,251672222.816727
"169","PenkaMichel",102118611.249693,0.013312624260355,0.00112037807568184,0.000583854630638743,0.100552521916622,61515286.0204612,73368922.5254307,102290968.750021,192282954.300069,528851793.164525
"170","Pété",23995935.8924028,0.00206427981505102,0.00225678988920159,0.000449478897334857,0.0572434217476002,19216799.6287519,19174955.0376684,25029462.7027736,42026809.2132177,115457482.836947
"171","Pitoa",15035867.1811894,0.000605259525164205,0.00100745675778089,0.000419154862164446,0.0830505841869894,9173551.81621345,9407205.06732396,12234461.5445793,22612397.6607522,164592405.816707
"172","Poli",25824298.2660475,0.00174118734056122,0.00253437970179498,0.000496386975216528,0.0799299005058902,15608595.5081606,19072913.2713794,26070627.0366397,44135752.8412295,103936886.657002
"173","Porhi",26259272.4088557,0.0011999341563786,0.00274217448523461,0.00050138049516392,0.0599054273510461,18988675.4363586,19887893.4704863,28923580.875505,45334960.560034,93074057.9889914
"174","Pouma",138539443.564444,0.010453328125,0.000754086907909255,0.000528016348277853,0.134100389501534,71503599.5654338,83987895.8288729,128908369.713625,294117329.285101,705007873.280999
"175","Poumegne",265666174.271618,0.00731147353316327,0.000671272282975187,0.000518556794453108,0.436017706784666,70934813.0240413,100772980.342702,259013969.494682,900390053.818814,2022284165.19774
"176","ReyBouba",23626378.3337055,0.00121342254195794,0.00123273645938894,0.000443865105777946,0.145721138594195,10502789.2594526,10997569.7393747,19031750.5163754,44374548.1080579,200670692.521619
"177","Sa'a",120754868.489537,0.00283051678428998,0.000179622705785966,0.000188403734085835,0.0659522276767721,48697352.443385,70049817.0960198,130565505.729982,241042365.386439,596277249.307136
"178","Salapoumbé",191643716.986741,0.00448421763392857,0.000224355213272389,0.000394640008371529,0.0663987043974784,108215550.962195,141445261.580688,226589990.934242,339047992.328711,561774877.441862
"179","Sangmélima",222660344.01047,0.000429159163927149,8.10810829650585e-05,0.000121494426318221,0.109996274579073,35114317.1637536,134569155.859416,280783726.921532,442540580.470699,875972717.929185
"180","Santchou",209860422.839873,0.0184173057270233,0.00157445689945413,0.000716496258171919,0.165208807896584,78719058.0190543,123358265.235348,173358629.923267,384180157.856936,1250704555.51307
"181","Soa",381284179.114132,6.39922577965934e-05,8.65480548143339e-07,0.000215970207675259,0.0430686027479392,302241776.655383,319706289.313447,451858884.508316,677706442.728333,1060786739.0188
"182","Tchatibali",52166705.4279618,0.00347677215608011,0.00173630114659609,0.000407434717069967,0.126522357581121,20509490.5864878,22936689.3984457,38254344.259706,108386494.939792,352089937.230765
"183","Tchéboa",48632788.6728948,0.00184988431741963,0.000909355652646585,0.000191755646541049,0.0968881175330521,13844192.8514299,19409261.7203561,36972205.8449074,135162814.758922,256793265.444182
"184","Tcholliré",106948870.164719,0.00140844409596506,0.000728674400665532,0.000216471578730584,0.205254386067882,17749901.9202912,27076906.2991029,90846082.1862194,309562167.292126,559853624.979563
"185","Tibati",83904518.1394304,0.00129889933682542,0.000296896864656604,0.000266582926474243,0.219325477587184,17476801.1150196,28868031.3785978,130122292.69906,233992582.608389,522325736.09092
"186","Tignère",46140163.2086502,0.00268599756311106,0.000887430569891756,0.00025720878534092,0.109913420860307,20853789.0139365,27339878.2394087,64305143.636584,133881257.183612,225497810.048361
"187","Tiko",249673203.180421,0.000105379213812732,2.06650977901789e-06,0.000167169981595097,0.0314183508926837,151412068.866025,182605185.499647,292454385.547896,446403506.043559,802371917.496871
"188","Tokombéré",23178274.1938701,0.00331780309311225,0.00205847868205005,0.000413138310728099,0.0540613371019859,15232109.0468321,19885257.0717323,23910749.9457924,40504305.2913856,96844445.308908
"189","Touboro",27613883.5119238,0.00128386814285001,0.00167559531252923,0.000350433373102169,0.10833673966524,11617117.2800836,15880199.2575739,20398623.6495946,52632076.5086875,207451346.608741
"190","Touroua",16355702.5679341,0.00103125972576531,0.00170301620804761,0.000540478921285602,0.0817195437641097,11817136.1547757,13403526.8219454,18088870.8394582,33164294.7851485,75761973.5794074
"191","Tubah",396362859.263682,0.000599039649072781,6.03480238893063e-05,0.000344711485839561,0.164317318354004,162059586.781039,221124222.399116,617676714.601524,1080743666.59548,1785290497.50047
"192","Yabassi",198218773.519751,0.00542982647462277,0.000338105897047969,0.000579601436296761,0.158110761409437,88906763.8475224,140156925.342948,242714912.078745,433478675.027167,921540387.171568
"193","Yagoua",41026313.6841049,0.000436565276374035,0.000861780035849619,0.000308255249660266,0.328855666485654,12081443.2366547,14955818.76781,23506413.0036903,177354817.863708,439902623.388842
"194","Yaoundé1",160775703.631058,8.51641443774288e-05,2.08567943791092e-06,8.72569065339902e-05,0.0191681273944047,87074651.0314428,122765099.220162,164138645.899501,283659939.190453,538473118.59065
"195","Yaoundé2",577363557.343338,0.000379308992346939,1.13621283532169e-05,0.000432326463118824,0.112325237337865,369414879.612467,397055382.004782,614260122.2962,1180789561.14674,2625971919.93245
"196","Yaoundé3",271521430.879241,0.000130913549148387,2.41225002100796e-06,0.000208826824425117,0.0483492330651962,175474499.492279,162239738.739476,285293574.345036,541395565.830267,1150069607.49888
"197","Yaoundé4",115012052.2747,2.50860290219052e-05,8.57869944347736e-07,6.45165489804954e-05,0.0123778691590499,72465179.4077387,81063085.1138132,107652755.237546,204109061.077167,408298168.118317
"198","Yaoundé5",342280155.903335,2.72214143644286e-05,6.5817160592151e-07,0.000163767337160537,0.0308731956645836,177301701.47545,201586446.347938,329204882.768444,730250447.88936,1177977573.57631
"199","Yaoundé6",90213726.6853454,2.30350454125727e-05,7.28410537782422e-07,6.04740721281578e-05,0.0120243792178336,60582595.9030331,59800998.9203197,86056518.052101,138702769.772561,326078341.133151
"200","Yokadouma",88142532.8707161,0.00119145336444879,0.000734433348017275,0.000280666856277221,0.262928962205484,18457239.2304799,24333989.6338493,77290726.9918022,244138692.552785,588655972.724883
"201","Zina",43186514.2309616,0.00904783838757396,0.00261398430352819,0.000432335797837665,0.0568125796372334,28663239.9092952,38637297.953912,51048643.3482312,81230276.7468269,151219662.456536
"202","Zoétélé",151996528.515923,0.0123930255102041,0.00105524294602011,0.000505852388201126,0.110570542908424,82715462.0267524,88973928.2603086,151640256.40061,319148001.896418,685556172.467727
