"","Domain","Mean","Head_Count","Poverty_Gap","Gini","Quintile_Share","Quantile_10","Quantile_25","Median","Quantile_75","Quantile_90"
"127","Mindif",29830304.2281546,0.00212740226337449,0.00202945889123676,0.000742206499989462,0.121036594861757,15913257.1570026,17902535.3986102,23198092.9915067,52796123.1798703,171355606.455415
"128","Mintom2",39866169.0445827,0.00528852200255102,0.00311784327398447,0.000389873760637784,0.0463920104071006,27231410.3229184,31430775.6687123,44234472.3903085,64242989.8995988,116788697.773573
"129","Misaje",113420700.028951,0.0125792791772959,0.0020069470907631,0.000431541026225559,0.0729167395401094,61855278.1198241,72774447.4935584,106717436.57392,200070889.594119,406275714.032101
"130","Mogodé",30413012.5107196,0.00350576859652157,0.00168361662970865,0.000303642535755416,0.0626710253025408,18172569.5211875,20066331.8774725,27406287.8958495,58169648.6881578,132267515.609401
"131","Mokolo",36874446.1506013,0.00144315153857679,0.000492560167712014,0.000176267448252682,0.0836162895470288,7884969.48068503,13535405.0244256,29146274.6728724,119453860.466162,269522745.861141
"132","Moloundou",32606509.5409919,0.00240891661352041,0.00296986404679512,0.000396789937472328,0.0463729670159631,25538601.1763749,24195634.4317298,30945185.3849044,45089617.5957005,87695095.684967
"133","Mora",30219198.489081,0.00191688698179959,0.00108735916483197,0.000321930754395981,0.115184352374526,13384891.9007632,16580024.3739489,26734277.2369855,68730434.9197248,233857514.76729
"134","Mouanko",135703923.155722,0.013727774,0.0012972197960568,0.000578763418321697,0.113298509832598,64669403.4100037,84655191.9679733,152133947.705462,263551827.829211,563076972.258121
"135","Moulvouday",16846007.1716738,0.000236237237693253,0.00196262593120797,0.000193951509736975,0.0230530549089485,10375219.916216,12630454.4956826,16438001.5489037,26051296.0299559,42269365.5395034
"136","Mvengué",47660385.5423592,0.00627313823341837,0.00185124657645623,0.000542040572049556,0.107588377557983,24573782.792056,31185001.8318227,50373216.3977128,100131079.880469,266675318.238354
"137","NangaEboko",485051381.621063,0.00251751514668367,6.78917004040311e-05,0.000380160377638545,0.0989799025991637,189349856.592279,336201184.216947,565682399.867309,871673276.54425,1658920905.36706
"138","Ndélélé",28497280.4062638,0.00323810981722008,0.00167203384103173,0.00035017057139629,0.0506148612670413,17136346.9268922,21474342.0208122,28979204.7778273,46316241.9418357,116435762.471122
"139","NdemNam",39270118.9888426,0.00375035762117347,0.00328218943107874,0.000503113120792663,0.0783007406221408,27919272.760961,27571198.8301827,38293543.0257946,60505241.1236072,177057776.95065
"140","Ndom",179330006.246564,0.00496773421556122,0.00128675444814645,0.000558561163906505,0.289715483190142,55279721.4017635,79205863.9623951,236794709.129892,380701012.11421,793278206.048274
"141","Ndop",152657761.350596,0.00381737132936812,0.000669560959977947,0.000448890465825353,0.271266801234699,39221910.1761344,65800943.1654214,139997072.335604,388651093.636952,1404273429.53246
"142","Ndoukoula",27583366.0794162,0.000920134773662552,0.00316596974631793,0.000340312545509448,0.0404364753894368,18482193.6469753,21525351.2963201,31543211.7317477,45165680.0452973,80085811.5727507
"143","Ndu",39451368.6109035,0.00442821635841837,0.00298343758951666,0.000476161818092212,0.0657158664776847,23606290.3438834,27506936.4272557,37775152.9813653,66756225.4399584,183535698.644817
"144","Ngambé",134997516.799143,0.00819116818576389,0.00046356307833843,0.000553869204348688,0.12630501160914,96391630.8789267,86282304.5644262,164148731.970665,248277269.369336,681258302.982323
"145","Nganha",50902822.0796272,0.00966333514030612,0.00159097558331775,0.0005336407435686,0.135195129872966,30747266.7954048,41130798.495189,61136376.840557,105282607.462897,230851275.710302
"146","Ngaoundal",87931980.6448015,0.00223925824365341,0.00023553147684047,0.000275670253734726,0.196839314486688,14749110.762591,84008973.2447318,132004995.401105,219879627.608036,413189214.868995
"147","Ngaoundéré1",106602873.32053,0.000367646911179259,1.99001396727309e-05,0.000121962954636607,0.0333419451494974,73168772.2019054,77119544.6239352,110307456.766041,178807292.197902,449572050.760992
"148","Ngaoundéré3",138825388.517906,0.00082076879902407,7.50232346948886e-05,0.000214868388655242,0.0835207339354682,75934138.480343,96043090.3483837,184863507.366058,299573466.633512,504974294.421524
"149","NgogMapubi",499957860.614563,0.000699132716049383,9.24293660542e-05,0.000438805663130568,0.11494134776324,320744582.145491,347994710.231394,515210290.373537,1087127391.23078,1817069539.65906
"150","Ngoura",131778235.338046,0.0115190151466837,0.0015173478537527,0.000481476314223056,0.136935643750292,55591181.9845404,77784525.1438806,129814977.863614,263084077.650063,498981929.677959
"151","Nguélémendouga",27966718.6978655,0.00361063323045267,0.00246203374104308,0.000417653875383404,0.0487514167612031,20858789.9820957,22454101.2082352,32491985.988331,50441903.0619408,100790249.620776
